image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level
875.jpg,"Rank these states based on how many states they border that are colored red (""Illegal; Follows US Federal Law""): Colorado, Utah, Montana.","Colorado, Montana, Utah","['Visual', 'Positional']",Ranking,_cartogram,2–8MP,_country
875.jpg,"Focusing solely on states colored light blue (""Legal for Some Medical Uses and/or Low THC""), arrange the following states from the largest to the smallest area depicted on the map:  New Mexico, Arizona, Oklahoma.","Arizona, New Mexico, Oklahoma","['Visual', 'Comparative']",Ranking,_cartogram,2–8MP,_country
875.jpg,"Rank the following states from greatest to least based on the number of states they border that are colored dark blue (""Legal""): Nebraska, Iowa, Kansas.","Iowa, Nebraska, Kansas","['Visual', 'Positional', 'Comparative']",Ranking,_cartogram,2–8MP,_country
875.jpg,"Considering only states, order the following from illegal to legal:  North Dakota, Montana, Idaho.","Idaho, North Dakota, Montana",['Positional'],Ranking,_cartogram,2–8MP,_country
875.jpg,"Rank the following states from the largest to the smallest total area represented on the map (considering all colors):  Texas, Florida, California.","Texas, California, Florida","['Visual', 'Comparative']",Ranking,_cartogram,2–8MP,_country
875.jpg,"Considering only the states colored light blue (""Legal for Some Medical Uses and/or Low THC""), rank the following states based on their apparent proximity to the state of Illinois from closest to furthest:  Wisconsin, Indiana, Minnesota.","Indiana, Wisconsin, Minnesota","['Visual', 'Positional', 'Comparative']",Ranking,_cartogram,2–8MP,_country
875.jpg,"Rank these states from greatest to least based on their apparent proximity to a state colored red (""Illegal; Follows US Federal Law""):  New Jersey, Pennsylvania, Connecticut.","Pennsylvania, New Jersey, Connecticut","['Visual', 'Positional', 'Comparative']",Ranking,_cartogram,2–8MP,_country
876.jpg,"Rank the following Mexican cities from west to east along the main migration route:  Mexicali, Nogales, Hermosillo, Tijuana, Ciudad Juarez.","Tijuana, Mexicali, Nogales, Hermosillo, Ciudad Juarez",['Positional'],Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Rank these US cities from west to east, following the main migration route shown on the map:  Calexico, San Diego, El Paso, Nogales, Ciudad Juarez.","San Diego, Calexico, Nogales, El Paso, Ciudad Juarez","['Visual', 'Positional']",Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Order the following Central American capitals from north to south according to their location on the map:  Managua, San José, Guatemala City, San Salvador","Guatemala City, San Salvador, Managua, San José",['Positional'],Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Arrange these Mexican cities in order from north to south:  Ciudad Juarez,  Mexico City,  Monclova, Mazatlan.","Ciudad Juarez, Monclova, Mazatlan, Mexico City",['Positional'],Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Rank the following cities from west to east, following the main migration route depicted:  Nogales,  Hermosillo,  Chihuahua,  Ciudad Juarez.","Nogales, Hermosillo, Chihuahua, Ciudad Juarez",['Positional'],Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Put the following countries in order from west to east based on their position along the migration route: Mexico, Belize, Guatemala, Honduras, Nicaragua, Costa Rica, Panama.","Mexico, Guatemala, Belize, Honduras, Nicaragua, Costa Rica, Panama",['Positional'],Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Rank the following cities, in order of appearance on the main migration route going south: Mexicali,Tijuana, Nogales.","Tijuana, Mexicali, Nogales","['Visual', 'Positional']",Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Rank these Central American cities in order of appearance on the main migration route starting from Guatemala City, going south: San Salvador, Managua, Guatemala City,  San Jose.","Guatemala City, San Salvador, Managua, San Jose","['Visual', 'Positional']",Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Order the following cities from west to east based on their location on the provided map:  Mazatlan, San Luis Potosi, Veracruz.","Mazatlan, San Luis Potosi, Veracruz",['Positional'],Ranking,_network,0.1–0.5MP,_subcontinent
876.jpg,"Rank the following cities from north to south based on the map: Nuevo Laredo,  Matamoros, Brownsville.","Nuevo Laredo, Brownsville, Matamoros",['Positional'],Ranking,_network,0.1–0.5MP,_subcontinent
877.jpg,"Rank the following states from highest percentage of Black population to lowest:  Mississippi, South Carolina, Alabama, Georgia.","Mississippi, Georgia, Alabama, South Carolina","['Visual', 'Positional', 'Comparative']",Ranking,_choropleth,0.1–0.5MP,_country
877.jpg,"Rank these states from highest percentage of Hispanic population to lowest:  Texas, New Mexico, Arizona, California.","Texas, New Mexico, California, Arizona",['Comparative'],Ranking,_choropleth,0.1–0.5MP,_country
877.jpg,"Name three states with the lowest percentage of Black population, ranking them from lowest to highest.","Montana, North Dakota, South Dakota","['Visual', 'Comparative']",Ranking,_choropleth,0.1–0.5MP,_country
877.jpg,"Name three states with the highest percentage of Hispanic population, ranking them from highest to lowest.","Texas, New Mexico, California",['Comparative'],Ranking,_choropleth,0.1–0.5MP,_country
877.jpg,"Considering only the states bordering Mexico, rank them from highest percentage of Hispanic population to lowest.","Texas, New Mexico, California","['Positional', 'Comparative']",Ranking,_choropleth,0.1–0.5MP,_country
877.jpg,"Rank the following states from highest percentage of Black population to lowest:  Louisiana, Florida, Maryland, Virginia.","Louisiana, Florida, Maryland, Virginia","['Visual', 'Comparative']",Ranking,_choropleth,0.1–0.5MP,_country
877.jpg,"Considering only states that border the Atlantic Ocean, rank the top three with the highest percentages of Black population, from highest to lowest.","(Answers will vary depending on interpretation of the map's color-coding. South Carolina, Georgia, Florida would be a possible answer sequence).","['Visual', 'Positional', 'Comparative']",Ranking,_choropleth,0.1–0.5MP,_country
877.jpg,"Rank these states from highest to lowest percentage of Hispanic population: Nevada, Colorado, Utah, Wyoming.","Nevada, Colorado, Wyoming, Utah",['Comparative'],Ranking,_choropleth,0.1–0.5MP,_country
878.png,"Rank the following streets in order of their proximity to the Aspen Mountain, from closest to furthest:  Main Street, Galena Street, Maroon Creek Road.","Galena Street, Main Street, Maroon Creek Road","['Positional', 'Comparative']",Ranking,_network,2–8MP,_city
878.png,"Rank these locations based on how far they are from the Rubey Park Transit Center, starting with the closest: Aspen Recreation Center, Aspen Valley Hospital, Maroon Bells.","Aspen Valley Hospital, Aspen Recreation Center, Maroon Bells","['Positional', 'Comparative']",Ranking,_network,2–8MP,_city
878.png,"Order these streets from east to west based on their position on the map:  Hunter Creek, Park Circle, Castle Creek Road.","Castle Creek Road, Hunter Creek, Park Circle",['Positional'],Ranking,_network,2–8MP,_city
878.png,"Rank the following in order of their appearance from north to south along the Maroon Creek Road route: Aspen Highlands Village, Aspen Recreation Center, Aspen Valley Hospital.","Aspen Highlands Village, Aspen Recreation Center, Aspen Valley Hospital","['Visual', 'Positional']",Ranking,_network,2–8MP,_city
878.png,"Rank these locations in terms of their distance from the Rio Grande Parking Garage, from nearest to furthest:  City Hall, Wheeler Opera House, Smuggler Mountain.","Wheeler Opera House, City Hall, Smuggler Mountain","['Positional', 'Comparative']",Ranking,_network,2–8MP,_city
878.png,"Arrange the following streets from north to south:  Hallam, Smuggler, Francis.","Smuggler, Francis, Hallam",['Positional'],Ranking,_network,2–8MP,_city
878.png,"Order these locations from west to east according to the map:  Burlingame Ranch, Buttermilk Mountain, Aspen X-Country Center.","Aspen  X-Country Center, Burlingame Ranch, Buttermilk Mountain ",['Positional'],Ranking,_network,2–8MP,_city
878.png,"Rank the following in order of their proximity to the Brush Creek Park & Ride, starting with the nearest:  Aspen Airport, Basalt, Snowmass Village.","Aspen Airport, Snowmass Village, Basalt","['Positional', 'Comparative']",Ranking,_network,2–8MP,_city
878.png,"Order these locations based on their distance from the Silver Queen Gondola, closest to furthest: Aspen Mountain, Rio Grande Parking Garage, Hunter Creek.","Aspen Mountain, Rio Grande Parking Garage, Hunter Creek","['Positional', 'Comparative']",Ranking,_network,2–8MP,_city
878.png,"Rank these streets in order of their appearance from west to east along the Galena Street route:  Cooper Avenue, Monarch Street, Mill Street.","Cooper Avenue, Monarch Street, Mill Street","['Visual', 'Positional']",Ranking,_network,2–8MP,_city
879.png,"Rank the following states from highest to lowest mean commute time based on the hexagonal map:  NY, CA, TX, FL, HI.","NY, CA, TX, FL, HI",['Comparative'],Ranking,_multiple,2–8MP,_country
879.png,"According to the first US map, rank these states from longest to shortest average commute time:  NJ, WA, WY, GA, and MD.","NJ, MD, GA, WA, WY",['Comparative'],Ranking,_multiple,2–8MP,_country
879.png,"Using the second US map, order these states from the highest to lowest average commute times:  NY, IL, TX, CA, and AK.","IL, TX, CA, NY, AK",['Comparative'],Ranking,_multiple,2–8MP,_country
879.png,"Based on the third US map (the one with larger state blocks), rank these states from longest to shortest average commute time:  NY, NM, ND, LA, and AZ.","NY, ND, NM, LA, AZ",['Comparative'],Ranking,_multiple,2–8MP,_country
879.png,"Referencing the small rectangular map of states, rank the following states from highest to lowest mean commute time:  NJ, DE, CT, MA, and RI.","NJ, MA, CT, RI, DE",['Comparative'],Ranking,_multiple,2–8MP,_country
879.png,"Using the final US map (green shades), rank these states from the longest to shortest average commute time:  NY, PA, OH, WV, and VA.","NY, PA, OH, WV, VA","['Visual', 'Comparative']",Ranking,_multiple,2–8MP,_country
879.png,"Referring to the first US map, rank the following states from the shortest to longest average commute times: OR, ID, NV, WY, and MT.","OR, ID, NV, MT, WY",['Comparative'],Ranking,_multiple,2–8MP,_country
879.png,"Using the hexagonal map, rank these states from shortest to longest average commute times:  NE, KS, OK, AR, and LA.","NE, KS, OK, AR, LA",['Comparative'],Ranking,_multiple,2–8MP,_country
879.png,"Based on the rectangular map of states, order these states from the shortest to longest average commute time:  ND, SD, IA, MN, and WI.","SD, ND, MN, IA, WI",['Comparative'],Ranking,_multiple,2–8MP,_country
880.jpeg,"Rank the following countries in descending order of their time zone difference from Greenwich Mean Time (GMT):  Russia, China, United States, United Kingdom, Australia.","Russia, Australia, China, United States, United Kingdom",['Other'],Ranking,_divisional,2–8MP,_world
880.jpeg,"Rank these countries from west to east based on their longitudinal location: Portugal,  Kazakhstan, Japan,  Brazil,  New Zealand.","Brazil, Portugal, Kazakhstan, Japan, New Zealand",['Positional'],Ranking,_divisional,2–8MP,_world
880.jpeg,"Arrange these countries from the lowest to the highest time zone value shown on the map:  Egypt, South Africa,  Canada (most easterly point), Indonesia,  Russia (most easterly point).","Egypt, South Africa, Canada (most easterly point), Indonesia, Russia (most easterly point)","['Visual', 'Positional', 'Comparative']",Ranking,_divisional,2–8MP,_world
880.jpeg,"Rank these nations in ascending order based on the number of time zones they occupy:  United States, Canada, Australia, Russia, China.","Egypt, South Africa, Canada (most easterly point), Indonesia, Russia (most easterly point)",['Other'],Ranking,_divisional,2–8MP,_world
880.jpeg,"Order these countries from North to South:  Canada, Brazil,  United Kingdom, South Africa, Russia.","Russia, Canada, United Kingdom, Brazil, South Africa",['Positional'],Ranking,_divisional,2–8MP,_world
880.jpeg,"Rank these countries from largest to smallest based on the approximate area they occupy on the map (this is a visual estimation and not precise): United States, Brazil, Russia, China, Australia","Russia,  China, United States, Brazil, Australia","['Visual', 'Comparative']",Ranking,_divisional,2–8MP,_world
880.jpeg,"Arrange the following countries in order based on their proximity to the Equator, starting with the closest: Indonesia, Canada,  South Africa,  Brazil,  Russia.","Indonesia, Brazil, South Africa, Russia, Canada","['Positional', 'Comparative']",Ranking,_divisional,2–8MP,_world
880.jpeg,"Rank these countries according to their distance from the Prime Meridian (0 degrees longitude), starting with the furthest: Japan, Brazil,  United Kingdom, South Africa,  Kazakhstan.","Japan, Brazil, Kazakhstan, South Africa, United Kingdom","['Positional', 'Comparative']",Ranking,_divisional,2–8MP,_world
880.jpeg,"Order the following countries from least to greatest number of distinct colors used to represent their time zones on the provided map:  China,  Russia,  United States,  Australia.","Australia, United States, China, Russia","['Visual', 'Comparative']",Ranking,_divisional,2–8MP,_world
880.jpeg,"Arrange these countries based on their apparent geographic size on the map, starting with the smallest:  Portugal,  Egypt,  United Kingdom,  India,  Brazil.","Portugal, Egypt, United Kingdom, India, Brazil","['Visual', 'Comparative']",Ranking,_divisional,2–8MP,_world
881.png,"Rank the following gates from west to east: Gate A, Gate B, Gate C.","Gate A, Gate B, Gate C",['Positional'],Ranking,_layout,>8MP,_building
881.png,"Rank these sections from closest to the field to furthest from the field: Section 105, Section 101, Section 110.","Section 110, Section 105, Section 101","['Visual', 'Comparative']",Ranking,_layout,>8MP,_building
881.png,"Rank these areas from north to south:  Heineken Hall, Press Box, Events DC Club.","Press Box, Heineken Hall, Events DC Club",['Positional'],Ranking,_layout,>8MP,_building
881.png,"Rank these exits from west to east:  Exit near Gate B, Exit near Gate A, Exit near Gate C.","Exit near Gate A, Exit near Gate B, Exit near Gate C",['Positional'],Ranking,_layout,>8MP,_building
881.png,"Rank the following restrooms from closest to Gate A to furthest from Gate A:  Women's Restroom (near 121), Men's Restroom (near 121), Family Restroom (near 121).","Women's Restroom (near 121), Family Restroom (near 121), Men's Restroom (near 121)","['Positional', 'Comparative']",Ranking,_layout,>8MP,_building
881.png,"Rank these concessions areas from north to south: Concessions near Section 121, Concessions near Section 201, Concessions near Section 135.","Concessions near Section 121, Concessions near Section 201, Concessions near Section 135","['Visual', 'Positional']",Ranking,_layout,>8MP,_building
881.png,"Rank the following areas based on their proximity to the field, starting with the closest: Player Benches, Broadcast Booths, Press Box.","Player Benches, Press Box, Broadcast Booths","['Positional', 'Comparative']",Ranking,_layout,>8MP,_building
881.png,"Rank these sections in order from lowest numbered section to highest numbered section: Section 102, Section 107, Section 112.","Section 102, Section 107, Section 112","['Visual', 'Comparative']",Ranking,_layout,>8MP,_building
881.png,"Rank the following locations based on their proximity to Gate B, starting with the closest:  Heineken Hall, Directors Lounge, Bin Box.","Directors Lounge, Heineken Hall, Bin Box","['Positional', 'Comparative']",Ranking,_layout,>8MP,_building
881.png,"Rank the following service areas based on their proximity to Gate A, starting with the closest: Guest Services (near Gate A), Ticketmaster Box Office, Mamava Pod.","Guest Services (near Gate A), Mamava Pod, Ticketmaster Box Office","['Positional', 'Comparative']",Ranking,_layout,>8MP,_building
882.jpeg,"Rank the following countries from highest to lowest percentage of appearance on the map: Swaziland, Lesotho, Jamaica, Cyprus.","Swaziland (98%), Lesotho (95%), Jamaica (84%), Cyprus (75%)","['Visual', 'Comparative']",Ranking,_choropleth,2–8MP,_world
882.jpeg,"Rank these countries based on their percentage appearance on the maps, from highest to lowest: Dominica, East Timor, Maldives, Grenada.","Dominica (57%), East Timor (58%), Maldives (53%), Grenada (53%)","['Visual', 'Positional', 'Comparative']",Ranking,_choropleth,2–8MP,_world
882.jpeg,"Order these microstates by their percentage of appearance on the map, from most to least frequent: Marshall Islands, Monaco, San Marino, Liechtenstein.","San Marino (50%), Marshall Islands (49%), Monaco (48%), Liechtenstein (48%)","['Visual', 'Comparative']",Ranking,_choropleth,2–8MP,_world
882.jpeg,"Rank the following countries based on their percentage appearance in the provided maps, from highest to lowest:  Trinidad & Tobago, Mauritius, Singapore, Vanuatu.","Trinidad & Tobago (69%), Mauritius (62%), Singapore (62%), Vanuatu (62%)","['Visual', 'Comparative']",Ranking,_choropleth,2–8MP,_world
882.jpeg,"Order the following countries from highest to lowest percentage of appearance on the map: Palestine, Comoros, Solomon Islands, Bahamas.","Solomon Islands (75%), Bahamas (74%), Palestine (74%), Comoros (61%)","['Visual', 'Comparative']",Ranking,_choropleth,2–8MP,_world
882.jpeg,"Rank the following countries from highest to lowest percentage of appearance on the map:  St. Vincent & Grenadines, St. Lucia, Antigua & Barbuda, Sao Tome & Principe.","St. Vincent & Grenadines (54%), St. Lucia (58%), Antigua & Barbuda (53%), Sao Tome & Principe (56%)","['Visual', 'Comparative']",Ranking,_choropleth,2–8MP,_world
882.jpeg,"Rank these countries based on their appearance percentage on the maps from most to least frequent:  Maldives, Seychelles, Micronesia, Tonga.","Maldives (53%), Seychelles (52%), Micronesia (52%), Tonga (51%)","['Visual', 'Comparative']",Ranking,_choropleth,2–8MP,_world
882.jpeg,"Rank the following countries from highest to lowest based on their percentage of appearance on the map:  Fiji,  Luxembourg,  Bahrain, C. Verde.","Fiji (75%), Luxembourg (75%), Bahrain (60%), C. Verde (58%)","['Visual', 'Comparative']",Ranking,_choropleth,2–8MP,_world
882.jpeg,"Order these countries from highest to lowest percentage of appearance on the provided map:  Malta,  St. Kitts & Nevis,  Samoa, Tuvalu.","Malta (56%), St. Kitts & Nevis (54%), Samoa (50%), Tuvalu (50%)","['Visual', 'Comparative']",Ranking,_choropleth,2–8MP,_world
883.jpg,"Rank the following countries based on their proximity to the city of Beirut, starting with the closest: Syria, Turkey, Cyprus, Lebanon, Jordan.","Lebanon, Cyprus, Syria, Jordan, Turkey","['Positional', 'Comparative']",Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Rank these cities in order of their westward location, beginning with the most westerly city: Rome, Istanbul, Athens, Izmir, Baghdad.","Rome, Athens, Izmir, Istanbul, Baghdad","['Positional', 'Comparative']",Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Order these countries from north to south: Greece, Turkey, Egypt, Libya, Syria.","Turkey, Syria, Greece, Egypt, Libya",['Positional'],Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Rank these bodies of water from east to west: Black Sea , Red Sea, Mediterranean Sea.","Red Sea, Mediterranean Sea, Black Sea","['Visual', 'Positional']",Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Order the following cities from most easterly to most westerly position:  Damascus, Beirut, Tehran, Tripoli, Benghazi.","Tehran, Damascus, Beirut, Tripoli, Benghazi","['Positional', 'Comparative']",Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Order the following countries from least to most easterly:  Bulgaria, Turkey, Croatia, Romania, Iran.","Croatia, Romania, Bulgaria, Turkey, Iran",['Comparative'],Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Rank the following cities according to their proximity to the Mediterranean Sea, starting with the closest:  Damascus, Beirut, Baghdad, Homs, Van.","Beirut, Homs, Damascus, Baghdad, Van","['Positional', 'Comparative']",Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Arrange the following countries from smallest (least area) to largest (most area) as depicted on the map: Lebanon, Cyprus, Syria, Jordan,  Israel (implied)","Cyprus, Lebanon, Israel, Jordan, Syria",['Comparative'],Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Order these countries based on the number of border countries (land borders) they share, starting with the country that shares the fewest borders: Lebanon, Syria, Turkey, Jordan, Iraq.","Lebanon, Jordan, Syria, Iraq, Turkey","['Positional', 'Comparative']",Ranking,_network,0.1–0.5MP,_continent
883.jpg,"Rank the following cities based on how far they are from the Eastern Mediterranean route (main green line), starting with the city that is closest: Tehran, Van, Baghdad, Damascus, Beirut.","Beirut, Damascus, Baghdad, Van, Tehran","['Visual', 'Positional', 'Comparative']",Ranking,_network,0.1–0.5MP,_continent
884.png,"Rank the following roads in order from shortest to longest distance shown on the map: NE Canyon Park Dr, NE Sheridan + NE Red Rock, NE Jackson Ave + NE Purcell Blvd.","NE Canyon Park Dr, NE Sheridan + NE Red Rock, NE Jackson Ave + NE Purcell Blvd","['Visual', 'Positional', 'Comparative']",Ranking,_network,>8MP,_neighborhood
884.png,"Rank the following locations from furthest to closest to Ensworth Elementary, using the suggested walking and rolling routes: Al Moody Park, Stover Park, the roundabout at NE Daggett Ln + NE Bobbie Ct.","The roundabout at NE Daggett Ln + NE Bobbie Ct, Al Moody Park, Stover Park",['Comparative'],Ranking,_network,>8MP,_neighborhood
884.png,"Rank these roads in order from the most number of crosswalks to the fewest based on the provided map: NE Daggett Ln, NE Canyon Park Dr, NE Jackson Ave.","NE Jackson Ave, NE Canyon Park Dr, NE Daggett Ln",['Comparative'],Ranking,_network,>8MP,_neighborhood
884.png,"Order the following locations based on their proximity to the starting location, from closest to furthest: Al Moody Park, Ensworth Elementary, Stover Park.","Al Moody Park, Stover Park, Ensworth Elementary","['Positional', 'Comparative']",Ranking,_network,>8MP,_neighborhood
884.png,"Rank these roads based on how many times they appear on the suggested walking and rolling routes, from most to least: NE Bobbie Ct, NE Daggett Ln, NE Jackson Ave.","NE Jackson Ave, NE Daggett Ln, NE Bobbie Ct","['Visual', 'Comparative']",Ranking,_network,>8MP,_neighborhood
884.png,"Order the following features from most to least in number shown in the map: major crosswalks, roundabouts, stop signs.","major crosswalks, stop signs, roundabouts","['Visual', 'Comparative']",Ranking,_network,>8MP,_neighborhood
884.png,"Rank the following based on how many times they appear on the map: the image of a person walking, the image of a person in a wheelchair, the image of a person cycling.","the image of a person walking, the image of a person cycling, the image of a person in a wheelchair",['Visual'],Ranking,_network,>8MP,_neighborhood
884.png,"Order the following text labels on the map based on their font sizes, from largest to smallest: Ensworth Elementary, Safe walking and rolling quick tips!, Key.","Safe walking and rolling quick tips!, Ensworth Elementary, Key","['Visual', 'Comparative']",Ranking,_network,>8MP,_neighborhood
884.png,"Rank the following elements from least to most frequent in the key: magenta colored circles, orange colored triangles, teal colored circles.","teal colored circles, magenta colored circles, orange colored triangles","['Visual', 'Comparative']",Ranking,_network,>8MP,_neighborhood
884.png,"Arrange the following in order of appearance from top to bottom on the map's legend: ""Suggested Walking and Rolling Routes"", ""Starting Location"", ""Major Crosswalk"".","""Suggested Walking and Rolling Routes"", ""Starting Location"", ""Major Crosswalk""","['Visual', 'Positional', 'Comparative']",Ranking,_network,>8MP,_neighborhood
885.jpg,"Rank the following piers in order from most westerly to most easterly location on the map: Rassada Pier, Chao Fah Pier, Saladan Pier, Ao Po Pier.","Ao Po Pier, Rassada Pier, Chao Fah Pier, Saladan Pier","['Positional', 'Comparative']",Ranking,_network,0.5–2MP,_country
885.jpg,"Rank these islands from north to south: Koh Yao Noi, Koh Lanta, Koh Lipe, Koh Phi Phi.","Koh Yao Noi, Koh Phi Phi, Koh Lanta, Koh Lipe",['Positional'],Ranking,_network,0.5–2MP,_country
885.jpg,"Order these piers from fewest to most ferry connections shown on the map: Koh Bulone, Pakbara Pier, Hat Yao Pier, Saladan Pier.","Hat Yao Pier, Koh Bulone, Pakbara Pier, Saladan Pier","['Visual', 'Comparative']",Ranking,_network,0.5–2MP,_country
885.jpg,"Rank these locations from closest to furthest from Krabi: Ao Nang, Koh Phi Phi, Koh Lanta, Railay Bay.","Railay Bay, Ao Nang, Koh Phi Phi, Koh Lanta",['Comparative'],Ranking,_network,0.5–2MP,_country
885.jpg,"Arrange these islands from smallest to largest based on the visual size of their representation on the map: Koh Ngai, Koh Mook, Koh Kradan, Koh Libong.","Koh Ngai, Koh Kradan, Koh Mook, Koh Libong","['Visual', 'Comparative']",Ranking,_network,0.5–2MP,_country
885.jpg,"Rank the following piers from west to east on the map: Nopparat Thara Pier, Koh Jum/Koh Pu,  Saladan Pier.","Nopparat Thara Pier, Koh Jum/Koh Pu, Saladan Pier",['Positional'],Ranking,_network,0.5–2MP,_country
885.jpg,"Order these locations from the fewest to the most number of lines connecting them to other locations on the map: Koh Yao Yai, Koh Phi Phi, Rassada Pier.","Koh Yao Yai, Rassada Pier, Koh Phi Phi",['Comparative'],Ranking,_network,0.5–2MP,_country
885.jpg,"Rank the following locations in terms of their proximity to Langkawi: Koh Lipe, Koh Bulone, Koh Tarutao.","Koh Lipe, Koh Tarutao, Koh Bulone",['Positional'],Ranking,_network,0.5–2MP,_country
885.jpg,"Arrange these locations in ascending order based on their apparent distance from Phuket: Koh Yao Yai, Koh Lanta, Krabi.","Koh Yao Yai, Krabi, Koh Lanta",['Positional'],Ranking,_network,0.5–2MP,_country
885.jpg,"Rank the following piers based on how many other locations they directly connect to: Ao Po Pier, Rassada Pier, Chao Fah Pier.","Ao Po Pier, Chao Fah Pier, Rassada Pier",['Other'],Ranking,_network,0.5–2MP,_country
886.png,"Rank the following states from most to least electoral votes for Clinton: California, New York, Texas, Florida, Pennsylvania.","California, Texas, Florida, New York, Pennsylvania",['Comparative'],Ranking,_cartogram,0.5–2MP,_country
886.png,"Rank these states from most to least number of electoral votes allocated to Trump (including both solid and leaning): Texas, Florida, Pennsylvania, Ohio, North Carolina.","Texas, Florida, Pennsylvania, Ohio, North Carolina","['Positional', 'Comparative']",Ranking,_cartogram,0.5–2MP,_country
886.png,"Rank the following states from most to least number of electoral votes that are classified as ""Toss-ups"":  Pennsylvania, Ohio, Florida, Michigan, North Carolina.","Florida, Pennsylvania, Ohio, Michigan, North Carolina","['Visual', 'Positional', 'Comparative']",Ranking,_cartogram,0.5–2MP,_country
886.png,"Rank the following states in ascending order based on the number of electoral votes:  Alaska, Delaware, Vermont, Rhode Island, Connecticut.","Alaska, Delaware, Vermont, Rhode Island, Connecticut",['Other'],Ranking,_cartogram,0.5–2MP,_country
886.png,"Order these states from highest to lowest number of electoral votes that are solidly Democrat: California, New York, Illinois, Washington, Massachusetts.","California, New York, Illinois, Washington, Massachusetts",['Comparative'],Ranking,_cartogram,0.5–2MP,_country
886.png,"Rank these states from greatest to least number of electoral votes that are classified as ""leans GOP"":  Texas, Georgia, North Carolina, Arizona, Tennessee.","Texas, Georgia, North Carolina, Arizona, Tennessee","['Visual', 'Positional', 'Comparative']",Ranking,_cartogram,0.5–2MP,_country
886.png,"Arrange the following states in increasing order of the total number of electoral votes (both Clinton and Trump combined):  Iowa, New Hampshire, Nevada, Maine, South Carolina.","New Hampshire, Iowa, Maine, Nevada, South Carolina",['Positional'],Ranking,_cartogram,0.5–2MP,_country
886.png,"Rank these states from highest to lowest based on their number of electoral votes that are classified as leaning Democrat:  Washington, Oregon, Colorado, Minnesota, New Mexico.","Washington, Minnesota, Oregon, Colorado, New Mexico","['Visual', 'Comparative']",Ranking,_cartogram,0.5–2MP,_country
886.png,"Order the following states from most to fewest electoral votes classified as ""Solid Republican"": Texas, Georgia, Alabama, Mississippi, South Carolina.","Texas, Georgia, Alabama, Mississippi, South Carolina","['Visual', 'Positional', 'Comparative']",Ranking,_cartogram,0.5–2MP,_country
887.png,"Rank the following sections from closest to the home plate to farthest: Sections 40, 102R, 20, and 30.","40, 20, 30, 102R","['Visual', 'Comparative']",Ranking,_layout,2–8MP,_building
887.png,"Rank these sections from smallest to largest in terms of the number of seats: Sections 102R, 103R, 101R, and 104R.","101R, 102R, 103R, 104R","['Visual', 'Comparative']",Ranking,_layout,2–8MP,_building
887.png,"Order these sections from closest to the first base to farthest: Sections 246, 248, 247, and 249.","246, 247, 248, 249","['Visual', 'Comparative']",Ranking,_layout,2–8MP,_building
887.png,"Rank these areas based on their proximity to the field (closest to farthest): The Pro Shop, Lexus Club Level, Home Plate Ticket Office, and Batter's Eye Club.","Lexus Club Level, Batter's Eye Club, Home Plate Ticket Office, The Pro Shop","['Positional', 'Comparative']",Ranking,_layout,2–8MP,_building
887.png,"Rank the following gates based on their proximity to the home plate (closest to farthest): Home Plate Gate, First Base Gate, and Third Base Gate.","Home Plate Gate, First Base Gate, Third Base Gate","['Positional', 'Comparative']",Ranking,_layout,2–8MP,_building
887.png,"Order these seating sections by their distance from the center field (closest to farthest): Sections 201, 202, 203, and 204.","202, 201, 203, 204","['Visual', 'Positional', 'Comparative']",Ranking,_layout,2–8MP,_building
887.png,"Rank these amenities by their proximity to the home plate (closest to farthest): Grand Slam Gift Shop, Sales Center, and Rebecca Creek Saloon.","Grand Slam Gift Shop, Sales Center, Rebecca Creek Saloon","['Positional', 'Comparative']",Ranking,_layout,2–8MP,_building
887.png,"Rank the following sections from east to west: Sections 210, 220, 230, and 240.","210, 220, 230, 240","['Visual', 'Positional']",Ranking,_layout,2–8MP,_building
887.png,"Arrange the following sections in order from lowest to highest row numbers: Sections 301, 305, 302, and 304.","301, 302, 304, 305","['Visual', 'Comparative']",Ranking,_layout,2–8MP,_building
887.png,"Arrange these sections in terms of their distance from the third base (closest to farthest): Sections 251, 252, 253, and 250.","250, 251, 252, 253","['Visual', 'Positional', 'Comparative']",Ranking,_layout,2–8MP,_building
